decision_key,category_key,icon,cost,fire_only_once,dlc_source
JAP_army_politically_purging_disloyal_young_officers_mission,JAP_the_peoples_state_decisions,GFX_decision_SWE_set_army_budget,,yes,
JAP_army_recruiting_more_conscripts_mission,JAP_the_peoples_state_decisions,GFX_decision_generic_military,,yes,
JAP_army_broadcasting_militarist_propaganda_mission,JAP_the_peoples_state_decisions,GFX_decision_hol_radio_oranje,,yes,
JAP_army_smuggling_kwantung_army_units_to_the_home_islands_mission,JAP_the_peoples_state_decisions,GFX_decision_infiltrate_state,,yes,
JAP_tokko_arresting_anti_army_disidents_mission,JAP_the_peoples_state_decisions,GFX_decision_generic_arrest,,yes,
JAP_army_securing_navy_support_mission,JAP_the_peoples_state_decisions,GFX_decision_SWE_set_navy_budget,,yes,
JAP_army_ensuring_loyalty_within_the_regiments_mission,JAP_the_peoples_state_decisions,GFX_decision_generic_army_support,,yes,
JAP_army_broadcasting_militarist_propaganda_2_mission,JAP_the_peoples_state_decisions,GFX_decision_hol_radio_oranje,,yes,
JAP_army_securing_army_arsenals_mission,JAP_the_peoples_state_decisions,GFX_decision_generic_industry,,yes,
JAP_industrial_investment_for_oil_decision,JAP_investing_in_foreign_industries_cat,GFX_decision_oil,50,yes,
JAP_industrial_investment_for_tungsten_decision,JAP_investing_in_foreign_industries_cat,GFX_decision_tungsten,50,yes,
JAP_industrial_investment_for_chromium_decision,JAP_investing_in_foreign_industries_cat,GFX_decision_chromium,50,yes,
JAP_industrial_investment_for_rubber_decision,JAP_investing_in_foreign_industries_cat,GFX_decision_rubber,50,yes,
JAP_attract_foreign_investments_decision,JAP_investing_in_foreign_industries_cat,GFX_decision_gre_investment_decisions,75,,
JAP_west_pacific_treaty_org_trade_decision,JAP_west_pacific_treaty_org_allied_trade_cat,GFX_decision_eng_trade_unions_support,25,yes,
JAP_west_pacific_treaty_org_currency_union_decision,JAP_west_pacific_treaty_org_economic_integration_cat,GFX_decision_gre_investment_decisions,15,yes,
JAP_west_pacific_treaty_org_economic_integration_decision,JAP_west_pacific_treaty_org_economic_integration_cat,GFX_decision_eng_trade_unions_support,25,yes,
JAP_further_increase_froms_dependency_decision,JAP_west_pacific_treaty_org_economic_integration_cat,GFX_decision_eng_trade_unions_demand,50,yes,
JAP_annex_integrated_puppet_decision,JAP_west_pacific_treaty_org_economic_integration_cat,GFX_decision_eng_trade_unions_demand,200,yes,
JAP_democratic_core_asian_state,JAP_west_pacific_treaty_org_economic_integration_cat,GFX_decision_generic_form_nation,50,yes,
JAP_support_resistance_decision,JAP_anti_colonialism_category,GFX_decision_generic_nationalism,,yes,
JAP_arm_resistance_decision,JAP_anti_colonialism_category,GFX_decision_generic_prepare_civil_war,,yes,
JAP_expand_banner_recruitment,JAP_ashigaru_category,GFX_decision_generic_military,,,
JAP_raise_the_ashigaru,JAP_ashigaru_category,GFX_decision_generic_prepare_civil_war,25,,
JAP_demobilize_the_ashigaru,JAP_ashigaru_category,GFX_decision_SWI_dismiss_council,5,,
JAP_expand_boeitai_recruitment,JAP_boeitai_category,GFX_decision_generic_military,,,
JAP_raise_the_boeitai,JAP_boeitai_category,GFX_decision_generic_prepare_civil_war,25,,
JAP_demobilize_the_boeitai,JAP_boeitai_category,GFX_decision_SWI_dismiss_council,5,,
CHI_china_pledging_to_hold_state_mission,war_measures,GFX_decision_generic_prepare_civil_war,,,
BRM_blow_up_the_oil_fields,BRM_burmah_oils_oil_fields,GFX_decision_generic_ignite_civil_war,25,,
BRM_repair_the_oil_fields,BRM_burmah_oils_oil_fields,GFX_decision_generic_construction,25,,
KOR_regain_core_on_state_decision,foreign_politics,GFX_decision_infiltrate_state,,yes,
LAT_perkonkrust_uprising,LAT_perkonkrust_revolt_category,GFX_decision_revolt,,yes,
LAT_equality_campaigns,LAT_delay_perkonkrust_decisions,,50,,
LAT_empower_democrats,LAT_delay_perkonkrust_decisions,,,yes,
LAT_support_loyalists,LAT_delay_perkonkrust_decisions,,75,yes,
LAT_promote_fascism,promote_baltic_fascism_cat,hol_draw_up_staff_plans,50,,
LAT_promote_falange_militancy,promote_baltic_fascism_cat,hol_draw_up_staff_plans,,,
LAT_ignite_civil_war_in_target,promote_baltic_fascism_cat,hol_draw_up_staff_plans,75,,
LIT_move_capital_to_vilnius,political_actions,,15,yes,
LIT_adopt_the_dobuzhinsky_flag_design_decision,political_actions,GFX_decision_eng_trade_unions_support,25,,
LIT_iron_wolf_partisans,LIT_iron_wolf_coup,ger_mefo_bills,,,
LIT_relocate_iron_wolf_recruitment,LIT_iron_wolf_appeasement,,,yes,
LIT_grant_concessions_to_iron_wolf,LIT_iron_wolf_appeasement,,,yes,
LIT_promote_fascism,support_polish_falange_decisions,hol_draw_up_staff_plans,50,,
LIT_promote_falange_militancy,support_polish_falange_decisions,hol_draw_up_staff_plans,,,
LIT_ignite_civil_war_in_POL,support_polish_falange_decisions,,75,,
MAN_pacify_bandits_in_the_northern_countryside,MAN_banditry_category,GFX_decision_oppression,0,,
MAN_hunt_down_northern_bandits,MAN_banditry_category,GFX_decision_generic_prepare_civil_war,0,yes,
MAN_maintain_northern_control,MAN_banditry_category,generic_civil_support,,,
MAN_pacify_bandits_in_the_eastern_countryside,MAN_banditry_category,GFX_decision_oppression,0,,
MAN_hunt_down_eastern_bandits,MAN_banditry_category,GFX_decision_generic_prepare_civil_war,0,yes,
MAN_maintain_eastern_control,MAN_banditry_category,generic_civil_support,,,
MAN_pacify_bandits_in_the_western_countryside,MAN_banditry_category,GFX_decision_oppression,0,,
MAN_hunt_down_western_bandits,MAN_banditry_category,GFX_decision_generic_prepare_civil_war,0,yes,
MAN_maintain_western_control,MAN_banditry_category,generic_civil_support,,,
MAN_bandit_raids,MAN_banditry_category,GFX_decision_generic_scorched_earth,,,
MAN_recruit_bandits_north,MAN_banditry_category,generic_civil_support,50,,
MAN_recruit_bandits_west,MAN_banditry_category,generic_civil_support,50,,
MAN_recruit_bandits_east,MAN_banditry_category,generic_civil_support,50,,
MAN_recruit_bandits_generic,MAN_banditry_category,generic_civil_support,50,yes,
MAN_release_bandits,MAN_banditry_category,generic_civil_support,0,,
MAN_recruit_bandits_2_north,MAN_banditry_category,generic_civil_support,50,,"No Compromise, No Surrender"
MAN_recruit_bandits_2_west,MAN_banditry_category,generic_civil_support,50,,"No Compromise, No Surrender"
MAN_recruit_bandits_2_east,MAN_banditry_category,generic_civil_support,50,,"No Compromise, No Surrender"
MAN_recruit_bandits_2_generic,MAN_banditry_category,generic_civil_support,50,yes,"No Compromise, No Surrender"
MAN_release_bandits_2,MAN_banditry_category,generic_civil_support,10,,
MAN_raise_manchu_banner,MAN_war_preparations,,25,,
MAN_disband_the_banners,MAN_war_preparations,,0,,
MAN_fund_underground_gun_shops,MAN_war_preparations,,50,,
MAN_remove_underground_gun_shops,MAN_war_preparations,,0,,
MAN_divert_machine_tools,MAN_war_preparations,,50,,
MAN_prepare_to_seize_arms,MAN_war_preparations,,0,,
MAN_seize_arms,MAN_war_preparations,,0,yes,No Step Back
MAN_develop_kirin_aluminium_deposits,prospect_for_resources,aluminium,25,yes,
MAN_develop_liaotung_iron_ore_deposits,prospect_for_resources,steel,25,yes,
MAN_establish_the_erdaojiang_special_steel_experimental_plant,prospect_for_resources,steel,25,yes,
MAN_coring_outer_manchuria_states,MAN_coring_decisions,GFX_decision_generic_form_nation,50,yes,
MAN_coring_mongolia_tuva,MAN_coring_decisions,GFX_decision_generic_form_nation,50,yes,
MAN_coring_tibet,MAN_coring_decisions,GFX_decision_generic_form_nation,50,yes,
MAN_coring_democratic,MAN_coring_decisions,GFX_decision_generic_form_nation,50,yes,
MAN_import_imperial_way_buddhism_decision,MAN_state_shintoism_decisions,GFX_decision_hol_exchange_intelligence_data,50,yes,
MAN_one_people_united_under_shinto_decision,MAN_state_shintoism_decisions,GFX_decision_generic_civil_support,50,yes,
MAN_incoporate_manchu_nationalism_decision,MAN_state_shintoism_decisions,GFX_decision_eng_blackshirt_speech,50,yes,
MAN_state_shinto_in_education_decision,MAN_state_shintoism_decisions,GFX_decision_SOV_academy_of_sciences,75,yes,
MAN_march_on_hebei_chahar,MAN_march_on_beijing_decisions,border_war,25,yes,
MAN_march_on_hebei_chahar_mission,MAN_march_on_beijing_decisions,border_war,,,
MAN_march_on_beijing,MAN_march_on_beijing_decisions,border_war,25,yes,
MAN_march_on_beijing_mission,MAN_march_on_beijing_decisions,border_war,,,
MAN_march_on_hebei,MAN_march_on_beijing_decisions,border_war,25,yes,
MAN_march_on_hebei_mission,MAN_march_on_beijing_decisions,border_war,,,
MAN_request_full_control_over_china,MAN_china_matters,GFX_decision_jap_conquer_china,150,yes,
MAN_unify_with_specific_japanese_puppet_decision,MAN_china_matters,GFX_decision_border_war,75,,
MAN_warlord_autonomy_drift_decision,MAN_china_matters,GFX_decision_eng_trade_unions_support,,,
MAN_expand_yong_ying_recruitment,MAN_yong_ying_category,GFX_decision_generic_military,,,
MAN_raise_the_yong_ying,MAN_yong_ying_category,GFX_decision_generic_prepare_civil_war,25,,
MAN_demobilize_the_yong_ying,MAN_yong_ying_category,GFX_decision_SWI_dismiss_council,5,,
MEN_core_state,foreign_politics,GFX_decision_infiltrate_state,25,yes,
MEN_expand_banner_recruitment,MEN_mongol_banner_category,GFX_decision_generic_reorganize_irregulars,,,"No Compromise, No Surrender"
MEN_raise_the_banners,MEN_mongol_banner_category,GFX_decision_generic_prepare_civil_war,75,,"No Compromise, No Surrender"
MEN_demobilize_the_banners,MEN_mongol_banner_category,GFX_decision_SWI_dismiss_council,5,,"No Compromise, No Surrender"
MEN_move_the_capital_to_zhangbei_decision,political_actions,GFX_decision_eng_trade_unions_support,75,yes,
MEN_move_the_capital_to_kalgan_decision,political_actions,GFX_decision_eng_trade_unions_support,75,yes,
MEN_request_initiation_of_the_suiyuan_campaign_decision,political_actions,GFX_decision_border_war,50,yes,
MEN_army_reform_decision,MEN_army_reform,generic_prepare_civil_war,0,,"No Compromise, No Surrender"
MEX_join_mexican_faction,foreign_politics,generic_civil_support,,yes,
MEX_mission_cedillos_rebellion,MEX_category_military_issues,generic_civil_support,,,
MEX_mission_second_cristiada,MEX_category_military_issues,generic_civil_support,,,
MEX_mission_second_cristiada_dummy,MEX_category_military_issues,generic_civil_support,,,
MEX_mission_second_revolution,MEX_category_military_issues,generic_civil_support,,,
MEX_mission_second_revolution_dummy,MEX_category_military_issues,generic_civil_support,,,
MEX_decision_operation_just_cause,MEX_category_military_issues,generic_nationalism,25,yes,
MEX_decision_support_spanish_loyalists,MEX_category_military_issues,generic_nationalism,,,
MEX_decision_support_spanish_fascists,MEX_category_military_issues,generic_nationalism,,,
MEX_decision_interior_defence_plan,MEX_category_military_issues,generic_operation,,yes,
MEX_decision_coastal_defence_plan,MEX_category_military_issues,generic_operation,,yes,
MEX_decision_integrate_guatamala,MEX_category_territorial_integration,generic_nationalism,50,,
MEX_decision_integrate_honduras,MEX_category_territorial_integration,generic_nationalism,50,,
MEX_decision_integrate_el_salvador,MEX_category_territorial_integration,generic_nationalism,50,,
MEX_decision_integrate_nicaragua,MEX_category_territorial_integration,generic_nationalism,50,,
MEX_decision_integrate_costa_rica,MEX_category_territorial_integration,generic_nationalism,50,,
MEX_decision_integrate_panama,MEX_category_territorial_integration,generic_nationalism,50,,
MEX_decision_integrate_panama_canal,MEX_category_territorial_integration,generic_nationalism,25,,
MEX_decision_integrate_belize,MEX_category_territorial_integration,generic_nationalism,25,,
MEX_decision_integrate_cuba,MEX_category_territorial_integration,generic_nationalism,25,,
MEX_decision_integrate_haiti,MEX_category_territorial_integration,generic_nationalism,25,,
MEX_decision_integrate_the_dominican_republic,MEX_category_territorial_integration,generic_nationalism,25,,
MEX_decision_transfer_lands_to_church,MEX_category_church_power,generic_operation,75,,
MEX_decision_nationalize_church_lands,MEX_category_church_power,generic_scorched_earth,75,,
MEX_decision_pardon_cristero_fighter,MEX_category_church_power,generic_army_support,75,,
MEX_decision_assassinate_cristero_traitor,MEX_category_church_power,generic_prepare_civil_war,75,,
MEX_decision_attend_public_mass,MEX_category_church_power,generic_nationalism,75,,
MEX_decision_prosecute_clergyman,MEX_category_church_power,oppression,75,,
MEX_decision_reconciliation_committee,MEX_category_church_power,generic_political_discourse,25,,
MEX_decision_incite_tensions,MEX_category_church_power,generic_break_treaty,25,,
MEX_decision_invite_tag_to_the_hispanic_alliance,MEX_category_hispanic_solidarity,generic_political_discourse,25,,
rename_ulanbaatar_monarchist_decision,political_actions,GFX_decision_eng_trade_unions_support,25,yes,
rename_ulanbaatar_non_monarchist_decision,political_actions,GFX_decision_eng_trade_unions_support,25,yes,
reorganize_manchuria_decision,political_actions,GFX_decision_eng_trade_unions_support,25,yes,
USA_small_lobby_effort,USA_congress,generic_political_discourse,0,,
USA_medium_lobby_effort,USA_congress,generic_political_discourse,0,,
USA_special_measures,USA_congress,ger_mefo_bills,50,,
USA_use_huac,USA_congress,oppression,10,,
USA_beat_up_opposition,USA_congress,oppression,10,,
USA_pay_farm_subsidies,USA_congress,ger_mefo_bills,0,,
USA_give_tax_break,USA_congress,ger_mefo_bills,0,,
USA_amend_the_budget,USA_congress,ger_mefo_bills,25,,
USA_research_grants,USA_congress,ger_mefo_bills,25,,
USA_invest_in_state_factory,USA_congress,generic_construction,,,
USA_invest_in_state_arms_factory,USA_congress,generic_construction,,,
USA_invest_in_state_dockyard,USA_congress,generic_construction,,,
USA_invest_in_state_infrastructure,USA_congress,generic_construction,,,
USA_statehood_for_alaska,USA_congress,infiltrate_state,25,yes,
USA_statehood_for_hawaii,USA_congress,infiltrate_state,25,yes,
USA_statehood_for_puerto_rico,USA_congress,infiltrate_state,25,yes,
USA_readmit_state,USA_congress,infiltrate_state,25,,
USA_reshuffle_congress,USA_congress,,50,,
MTG_abandon_treaty_democratic,MTG_naval_treaties,generic,150,yes,
MTG_abandon_treaty_fascist,MTG_naval_treaties,generic,25,yes,
MTG_abandon_treaty_japanese,MTG_naval_treaties,generic,25,yes,
MTG_cheat_on_treaty,MTG_naval_treaties,generic,50,yes,
MTG_invite_FROM_to_treaty,MTG_naval_treaties,generic_naval,50,yes,
MTG_send_treaty_warning_to_FROM_previous_signatory,MTG_naval_treaties,generic_naval,50,yes,
MTG_send_treaty_warning_to_FROM,MTG_naval_treaties,generic_naval,50,yes,
MTG_treaty_reduction_mission,MTG_naval_treaties,generic_naval,,,
MTG_treaty_reduction_signatory_mission,MTG_naval_treaties,generic_naval,,,
MTG_treaty_renew_mission,MTG_naval_treaties,generic_naval,,,
MTG_escalator_clause_invocation_mission,MTG_naval_treaties,generic_naval,,,
NATO_brussels_treaty,nato_decisions,generic_formable_nations,25,yes,
NATO_suggest_nato,nato_decisions,generic_formable_nations,25,yes,
NOR_add_to_faction,NOR_debug_decisions_category,,,,
NOR_remove_all_convoys,NOR_debug_decisions_category,,,,
NOR_reset_prep,NOR_debug_decisions_category,,,,
debug_num_convoys,NOR_debug_decisions_category,,,,
NOR_debug_add_convoys,NOR_debug_decisions_category,,,,
start_dem_prep,NOR_debug_decisions_category,,,,
NOR_start_allied_prep,NOR_debug_decisions_category,,,,
start_comm_prep,NOR_debug_decisions_category,,,,
NOR_start_mon_prep,NOR_debug_decisions_category,,,,
NOR_start_fas_prep,NOR_debug_decisions_category,,,,
start_defensive_war,NOR_debug_decisions_category,,,,
NOR_stop_the_war,NOR_debug_decisions_category,,,,
NOR_prep_all_states,NOR_debug_decisions_category,,,,
NOR_test_fascist_civil_war,NOR_debug_decisions_category,,,,
NOR_test_communist_civil_war,NOR_debug_decisions_category,,,,
NOR_debug_nordic_tack,NOR_debug_decisions_category,,,,
NOR_debug_vanilla_tack,NOR_debug_decisions_category,,,,
NOR_open_NORDIC_debug,NOR_debug_decisions_category,,,,
NOR_send_event,NOR_debug_decisions_category,,,,
NOR_check_hydro,NOR_debug_decisions_category,,,,
NOR_test_mobile_gov,NOR_debug_decisions_category,,,,
NOR_test_exile,NOR_debug_decisions_category,,,,
NOR_generate_militias,NOR_debug_decisions_category,,,,
NOR_request_reinstatement,NOR_exile_decisions_category,generic_independence,,,
NOR_lobby_for_parliamentary_support,NOR_exile_decisions_category,eng_install_government,,,
NOR_bring_soldiers_from_norway,NOR_exile_decisions_category,eng_propaganda_campaigns,,,
NOR_weapons_for_the_resistance,NOR_exile_decisions_category,generic_ignite_civil_war,,,
NOR_unity_parade,NOR_exile_decisions_category,generic_nationalism,,yes,
NOR_joint_training_exercise,NOR_exile_decisions_category,eng_blackshirt_march,,,
NOR_expand_industrial_capacity,NOR_exile_decisions_category,ger_military_buildup,,,
NOR_foment_resistance_in_state,NOR_exile_decisions_category,GFX_decision_generic_civil_support,,,
NOR_support_rebellion,NOR_exile_decisions_category,GFX_decision_revolt,,yes,
NOR_prepare_state_historical,NOR_democratic_preparation_decisions_category,{,30,,
NOR_focus_on_training,NOR_democratic_preparation_decisions_category,,50,,
NOR_public_investment_drive,NOR_democratic_preparation_decisions_category,,50,,
NOR_modernize_armed_forces_decision,NOR_democratic_preparation_decisions_category,,,,
NOR_naval_expanion,NOR_democratic_preparation_decisions_category,,50,,
NOR_modernize_armed_forces_decision_wartime,NOR_historical_deploy_prep_decisions_category,,,,
NOR_deploy_state_preparation_historical,NOR_historical_deploy_prep_decisions_category,{,,,
NOR_prepare_exile,NOR_historical_deploy_prep_decisions_category,GFX_decision_hol_draw_up_staff_plans,,,
NOR_move_government_headquarters_decision,NOR_historical_deploy_prep_decisions_category,,10,,
NOR_expedite_training,NOR_historical_deploy_prep_decisions_category,GFX_decision_generic_prepare_civil_war,,,
NOR_dem_his_integrate_militias,NOR_historical_deploy_prep_decisions_category,,,,
NOR_prepare_state_alt_dem,NOR_allied_democratic_preparation_decisions_category,{,,,
NOR_alt_dem_naval_expansion,NOR_allied_democratic_preparation_decisions_category,,,,
NOR_alt_dem_military_industry_expansion,NOR_allied_democratic_preparation_decisions_category,,,,
NOR_alt_dem_economic_relief_measures,NOR_allied_democratic_preparation_decisions_category,,,,
NOR_alt_dem_modernize_armed_forces_decision,NOR_allied_democratic_preparation_decisions_category,,,,
NOR_alt_dem_focus_on_training,NOR_allied_democratic_preparation_decisions_category,,50,,
NOR_alt_dem_public_investment_drive,NOR_allied_democratic_preparation_decisions_category,,50,,
NOR_alt_dem_modernize_armed_forces_decision_wartime,NOR_allied_democratic_deploy_prep_decisions_category,,,,
NOR_alt_dem_expedite_training,NOR_allied_democratic_deploy_prep_decisions_category,,,,
NOR_alt_dem_prioritize_production,NOR_allied_democratic_deploy_prep_decisions_category,,,,
NOR_alt_dem_offensive_push,NOR_allied_democratic_deploy_prep_decisions_category,,,,
NOR_alt_dem_focus_on_defense,NOR_allied_democratic_deploy_prep_decisions_category,,,,
NOR_alt_dem_integrate_militias,NOR_allied_democratic_deploy_prep_decisions_category,,,,
NOR_prepare_state_fascist,NOR_fascist_preparation_decisions_category,{,,,
NOR_invite_fascist_to_invade,NOR_fascist_preparation_decisions_category,,,,
NOR_deploy_state_preparation_fascist,NOR_fascist_deploy_prep_decisions_category,{,,,
NOR_prepare_state_communist,NOR_communist_preparation_decisions_category,{,25,,
NOR_communist_propaganda_campaign,NOR_communist_preparation_decisions_category,GFX_decision_eng_propaganda_campaigns,50,,
NOR_prepare_state_monarchist,NOR_monarchist_preparation_decisions_category,{,,,
NOR_prop_up_the_economy,NOR_monarchist_preparation_decisions_category,GFX_decision_generic_consumer_goods,40,,
NOR_make_assurances_to_the_people,NOR_monarchist_preparation_decisions_category,GFX_decision_generic_political_address,50,,
NOR_promote_the_armed_defense_of_the_country,NOR_monarchist_preparation_decisions_category,GFX_decision_generic_protection,50,,
refit_to_destroyer_nor,economy_decisions,GFX_decision_generic_merge_plant_ship,,,Man the Guns
refit_to_destroyer_mass_nor,economy_decisions,GFX_decision_generic_merge_plant_ship,,,Man the Guns
NORDIC_remove_all_nordic_stuff,NORDIC_debug_decisions_category,,,,
NORDIC_toggle_SOV_fin_war,NORDIC_debug_decisions_category,,,,
NORDIC_increase_participation,NORDIC_debug_decisions_category,,,,
NORDIC_reset_participation,NORDIC_debug_decisions_category,,,,
NORDIC_test_array_adding,NORDIC_debug_decisions_category,,,,
NORDIC_increase_conflict_scale,NORDIC_debug_decisions_category,,,,
NORDIC_create_democratic_alliance,NORDIC_debug_decisions_category,,,,
NORDIC_create_commmunist_alliance,NORDIC_debug_decisions_category,,,,
NORDIC_create_monarchist_alliance,NORDIC_debug_decisions_category,,,,
NORDIC_show_all_capstones,NORDIC_debug_decisions_category,,,,
NORDIC_reload_JFT,NORDIC_debug_decisions_category,,,,
NORDIC_test_platonics,NORDIC_debug_decisions_category,,,,
NORDIC_test_cooperation_decisions,NORDIC_debug_decisions_category,,,,
NORDIC_test_on_remove,NORDIC_debug_decisions_category,,,,
NORDIC_promote_nordic_unity,NORDIC_cooperation_decisions_category,,40,,
NORDIC_strenghten_ties_decision,NORDIC_cooperation_decisions_category,,,,
NORDIC_invest_in_nordic,NORDIC_cooperation_decisions_category,,,,
NORDIC_ask_for_investment_to_nordic,NORDIC_cooperation_decisions_category,,50,,
NORDIC_economic_cooperation_decisions,NORDIC_cooperation_decisions_category,,60,,
NORDIC_court_foreign_power,NORDIC_cooperation_decisions_category,,100,,
NORDIC_decision_limited_war_participation,NORDIC_cooperation_decisions_category,,,,
NORDIC_decision_risky_war_participation,NORDIC_cooperation_decisions_category,,,,
NORDIC_decision_dangerous_war_participation,NORDIC_cooperation_decisions_category,,,,
NORDIC_defend_nordic_country,NORDIC_cooperation_decisions_category,,100,,
NORDIC_send_weapons,NORDIC_cooperation_decisions_category,,100,,
NORDIC_send_volunteers,NORDIC_cooperation_decisions_category,,100,,
NORDIC_expand_volunteer_program,NORDIC_cooperation_decisions_category,,100,,
NORDIC_expand_air_support,NORDIC_cooperation_decisions_category,,100,,
OMA_restore_order_in_the_interior,political_actions,GFX_decision_oppression,75,,
OMA_establih_the_sultanate_of_oman,political_actions,GFX_decision_eng_trade_unions_support,100,yes,
PER_sell_oil,PER_profit_from_war_category,,0,yes,
PER_core_conquered_state,PER_integrate_anatolia_decisions_category,GFX_decision_generic_form_nation,75,yes,
PER_core_byzantium_state,PER_absorb_byzantines_category,GFX_decision_generic_form_nation,75,yes,
PER_core_egypt_state,PER_memphis_initiative_category,GFX_decision_generic_form_nation,75,yes,
PER_civil_war_imminent,PER_civil_unrest_category,GFX_decision_revolt,,yes,
PER_dissolve_parliament,PER_civil_unrest_category,GFX_decision_generic_political_discourse,100,yes,
PER_stabilize_economy,PER_civil_unrest_category,GFX_decision_generic_industry,80,yes,
PER_prepare_military,PER_civil_unrest_category,GFX_decision_generic_prepare_civil_war,40,yes,
PER_organize_protest_in_state,PER_mass_protests,GFX_decision_eng_blackshirt_march,30,yes,
PER_establish_cells,PER_mass_protests,GFX_decision_revolt,,yes,
PER_establish_opposition_hq,PER_mass_protests,GFX_decision_revolt,10,yes,
PER_boost_war_support,PER_national_iranian_radio,GFX_decision_generic_military,30,,
PER_promote_communism,PER_national_iranian_radio,GFX_decision_SOV_secure_the_administration,30,,
PER_boost_stability,PER_national_iranian_radio,GFX_decision_generic_political_address,30,,
PER_support_kurds_in_iraq,PER_gulf_decisions_cat,GFX_decision_generic_civil_support,,,
PER_send_weapons_to_kurds,PER_gulf_decisions_cat,GFX_decision_generic_prepare_civil_war,,,
PER_kurdish_revolt_mission,PER_gulf_decisions_cat,generic_ignite_civil_war,,,
PER_pashtuns_in_pakistan,PER_gulf_decisions_cat,GFX_decision_generic_civil_support,,,
PER_promote_resistance_in_gulf_states,PER_gulf_decisions_cat,GFX_decision_generic_civil_support,,,
PER_clampdown_on_resistance,PER_anti_gulf_decisions_cat,GFX_decision_generic_civil_support,,yes,
PER_organize_resistance,PER_plant_resistance_cat,GFX_decision_generic_civil_support,,,
PER_kur_azr_revolt_mission,PER_kur_azr_independence_cat,generic_ignite_civil_war,,,
PHI_american_intervention_declare_war_mission,PHI_american_intervention_category,GFX_decision_generic_prepare_civil_war,,yes,
PHI_american_intervention_donate_us_senate,PHI_american_intervention_category,GFX_decision_hol_exchange_intelligence_data,75,,
PHI_american_intervention_ban_communist_paper,PHI_american_intervention_category,GFX_decision_generic_police_action,25,,
PHI_american_intervention_forbid_advisor,PHI_american_intervention_category,GFX_decision_generic_arrest,25,yes,
PHI_american_intervention_promise_bases,PHI_american_intervention_category,GFX_decision_SWE_set_army_budget,100,yes,
PHI_american_intervention_host_training_exercise,PHI_american_intervention_category,GFX_decision_generic_military,,yes,
PHI_american_intervention_invite_us_communists,PHI_american_intervention_category,GFX_decision_generic_political_rally,15,yes,
PHI_american_intervention_nationalize_railways,PHI_american_intervention_category,GFX_decision_generic_construction,45,yes,
PHI_american_intervention_nationalize_industries,PHI_american_intervention_category,GFX_decision_generic_factory,55,yes,
PHI_american_intervention_recognize_unions,PHI_american_intervention_category,GFX_decision_generic_political_rally,50,yes,
PHI_mineral_prospecting_chromium_small_decision,prospect_for_resources,chromium,25,yes,
PHI_mineral_prospecting_chromium_large_decision,prospect_for_resources,chromium,25,yes,
PHI_mineral_prospecting_steel_repeatable_decision_1,prospect_for_resources,steel,25,yes,
PHI_mineral_prospecting_steel_repeatable_decision_2,prospect_for_resources,steel,50,yes,
PHI_convoys_for_infastructure_decision,PHI_convoys_for_infrastructure_decision_cat,GFX_decision_generic_naval,,yes,
PHI_convoys_for_consumer_goods,PHI_convoys_for_infrastructure_decision_cat,,,yes,Arms Against Tyranny
PHI_convoys_for_guns,PHI_convoys_for_infrastructure_decision_cat,generic_prepare_civil_war,,yes,
PHI_convoys_for_trucks,PHI_convoys_for_infrastructure_decision_cat,GFX_decision_generic_trucks,,yes,
PHI_convoys_for_artillery,PHI_convoys_for_infrastructure_decision_cat,ger_military_buildup,,yes,
PHI_convoys_for_light_tanks,PHI_convoys_for_infrastructure_decision_cat,GFX_decision_generic_tank,,yes,No Step Back
PHI_sugar_excise_general,PHI_sugar_barons_category,,50,yes,
PHI_sugar_excise_divisions,PHI_sugar_barons_category,,50,yes,
PHI_integrate_conquests,PHI_integration_category,GFX_decision_infiltrate_state,15,yes,
PHI_create_faction,PHI_department_of_foreign_affairs_category,GFX_decision_generic_form_nation,50,yes,
PHI_decrease_japanese_ideological_influence,PHI_department_of_foreign_affairs_category,GFX_decision_generic_form_nation,75,,
PHI_join_other_faction,PHI_department_of_foreign_affairs_category,,10,yes,
PHI_request_equipment,PHI_government_in_exile_cat,GFX_decision_generic_industry,50,,
PHI_share_military_experience,PHI_government_in_exile_cat,GFX_decision_hol_exchange_intelligence_data,50,yes,
PHI_peace_with_philippines,political_actions,GFX_decision_eng_trade_unions_support,25,,
PHI_defend_against_USA,political_actions,generic_operation,,,
PHI_request_indefinite_stay_for_macarthur,political_actions,,35,yes,
PHI_recall_eisenhower,political_actions,,15,yes,
PHI_recall_macarthur,political_actions,,,yes,
USA_execute_war_plan_brown,USA_war_plans,generic_operation,,,
PHI_investment_plan_1,economy_decisions,,,,
PHI_investment_plan_2,economy_decisions,,,,
PHI_investment_plan_3,economy_decisions,,,,
PHI_establish_reserve_transport_fleet,economy_decisions,GFX_decision_generic_merge_plant_ship,,,
PHI_establish_new_train_connections,economy_decisions,GFX_decision_generic_train,,,
PHI_inspect_road_network,economy_decisions,GFX_decision_generic_trucks,,,
PHI_propose_treaty_of_mutual_assistance,PHI_relations_with_spanish_america,,35,yes,
PHI_propose_unification,PHI_relations_with_spanish_america,,50,yes,La Resistance
PHI_force_unification,PHI_relations_with_spanish_america,,25,yes,La Resistance
POL_unification_propaganda,POL_danzig_decisions,infiltrate_state,75,,
POL_military_appeasement,POL_danzig_decisions,infiltrate_state,,,
POL_raid_nazi_resistance,POL_danzig_decisions,infiltrate_state,,,
