owner_tag,base_equipment_key,version_name,effective_date,source_file
SWE,small_plane_airframe_0,Svenska Jaktfalken,1936-01-01,SWE - Sweden.txt
SWE,light_tank_chassis_0,Stridsvagn m/21,1936-01-01,SWE - Sweden.txt
SWE,light_tank_chassis_1,Stridsvagn m/31,1936-01-01,SWE - Sweden.txt
SWE,ship_hull_submarine_1,Hajen Class,1936-01-01,SWE - Sweden.txt
SWE,ship_hull_submarine_1,Valen Class,1936-01-01,SWE - Sweden.txt
SWE,ship_hull_submarine_2,Draken Class,1936-01-01,SWE - Sweden.txt
SWE,ship_hull_light_1,Örnen Class,1936-01-01,SWE - Sweden.txt
SWE,ship_hull_light_1,Ehrensköld Class,1936-01-01,SWE - Sweden.txt
SWE,ship_hull_light_1,Clas Fleming Class,1936-01-01,SWE - Sweden.txt
SWE,ship_hull_light_2,Göteborg Class,1936-01-01,SWE - Sweden.txt
SWE,ship_hull_cruiser_coastal_defense_ship,Fylgia Class,1936-01-01,SWE - Sweden.txt
SWE,ship_hull_cruiser_coastal_defense_ship,Äran Class,1936-01-01,SWE - Sweden.txt
SWE,ship_hull_cruiser_coastal_defense_ship,Oscar II Class,1936-01-01,SWE - Sweden.txt
SWE,ship_hull_cruiser_coastal_defense_ship,Sverige Class,1936-01-01,SWE - Sweden.txt
SWE,ship_hull_cruiser_1,Gotland Class,1936-01-01,SWE - Sweden.txt
SWE,ship_hull_submarine_2,Delfinen Class,1939-01-01,SWE - Sweden.txt
SWE,ship_hull_submarine_2,Sjölejonet Class,1939-01-01,SWE - Sweden.txt
TOS,fighter_equipment_0,CR.42,1936-01-01,TOS - Tuscany.txt
TOS,light_tank_chassis_1,L3/35,1936-01-01,TOS - Tuscany.txt
TOS,submarine_1,Bandiera Class,1936-01-01,TOS - Tuscany.txt
TOS,submarine_1,Sirena Class,1936-01-01,TOS - Tuscany.txt
TOS,destroyer_1,Navigatori Class,1936-01-01,TOS - Tuscany.txt
TOS,destroyer_1,Maestrale Class,1936-01-01,TOS - Tuscany.txt
TOS,light_cruiser_1,Giussano Class,1936-01-01,TOS - Tuscany.txt
TOS,light_cruiser_1,Montecuccoli Class,1936-01-01,TOS - Tuscany.txt
TOS,heavy_cruiser_1,Zara Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_heavy_1,Andrea Doria Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_heavy_1,Conte Di Cavour Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_cruiser_coastal_defense_ship,San Giorgio Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_cruiser_1,Trento Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_cruiser_1,Zara Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_cruiser_2,Bolzano Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_cruiser_1,Taranto Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_cruiser_1,Giussano Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_cruiser_2,Montecuccoli Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_cruiser_2,Duca degli Abruzzi Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_light_1,Curtatone Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_light_1,Navigatori Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_light_1,Maestrale Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_light_1,Aquila Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_heavy_2,Littorio Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_submarine_1,Mameli Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_submarine_1,Bandiera Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_submarine_1,Sirena Class,1936-01-01,TOS - Tuscany.txt
TOS,ship_hull_submarine_2,Calvi Class,1936-01-01,TOS - Tuscany.txt
TTS,fighter_equipment_0,CR.42,1936-01-01,TTS - The Two Sicilies.txt
TTS,light_tank_chassis_1,L3/35,1936-01-01,TTS - The Two Sicilies.txt
TTS,submarine_1,Bandiera Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,submarine_1,Sirena Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,destroyer_1,Navigatori Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,destroyer_1,Maestrale Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,light_cruiser_1,Giussano Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,light_cruiser_1,Montecuccoli Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,heavy_cruiser_1,Zara Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_heavy_1,Andrea Doria Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_heavy_1,Conte Di Cavour Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_cruiser_coastal_defense_ship,San Giorgio Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_cruiser_1,Trento Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_cruiser_1,Zara Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_cruiser_2,Bolzano Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_cruiser_1,Taranto Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_cruiser_1,Giussano Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_cruiser_2,Montecuccoli Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_cruiser_2,Duca degli Abruzzi Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_light_1,Curtatone Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_light_1,Navigatori Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_light_1,Maestrale Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_light_1,Aquila Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_heavy_2,Littorio Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_submarine_1,Mameli Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_submarine_1,Bandiera Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_submarine_1,Sirena Class,1936-01-01,TTS - The Two Sicilies.txt
TTS,ship_hull_submarine_2,Calvi Class,1936-01-01,TTS - The Two Sicilies.txt
TUR,destroyer_1,Kocatepe Class,1936-01-01,TUR - Turkey.txt
TUR,destroyer_1,Tinaztepe Class,1936-01-01,TUR - Turkey.txt
TUR,submarine_1,Dumlupinar Class,1936-01-01,TUR - Turkey.txt
TUR,ship_hull_submarine_1,Birinci Inönü Class,1936-01-01,TUR - Turkey.txt
TUR,ship_hull_submarine_2,Dumlupinar Class,1936-01-01,TUR - Turkey.txt
TUR,ship_hull_submarine_1,Sakarya Class,1936-01-01,TUR - Turkey.txt
TUR,ship_hull_light_1,Peyk Class,1936-01-01,TUR - Turkey.txt
TUR,ship_hull_light_1,Kocatepe Class,1936-01-01,TUR - Turkey.txt
TUR,ship_hull_cruiser_coastal_defense_ship,Mecidiye Class,1936-01-01,TUR - Turkey.txt
TUR,ship_hull_heavy_1,Yavuz Class,1936-01-01,TUR - Turkey.txt
TUR,ship_hull_submarine_2,Saldiray Class,1939-01-01,TUR - Turkey.txt
URG,ship_hull_light_1,Uruguay Class,1936-01-01,URG - Uruguay.txt
USA,submarine_1,Barracuda Class,1936-01-01,USA - USA.txt
USA,destroyer_1,Farragut Class,1936-01-01,USA - USA.txt
USA,heavy_cruiser_1,Portland Class,1936-01-01,USA - USA.txt
USA,battleship_1,Pennsylvania Class,1936-01-01,USA - USA.txt
USA,battleship_1,New Mexico Class,1936-01-01,USA - USA.txt
USA,battleship_1,Colorado Class,1936-01-01,USA - USA.txt
USA,carrier_2,Yorktown Class,1936-01-01,USA - USA.txt
USA,small_plane_airframe_0,P-6,1936-01-01,USA - USA.txt
USA,small_plane_airframe_0,P-26A,1936-01-01,USA - USA.txt
USA,small_plane_cas_airframe_0,O2U,1936-01-01,USA - USA.txt
USA,cv_small_plane_cas_airframe_0,SBU Corsair,1936-01-01,USA - USA.txt
USA,cv_small_plane_naval_bomber_airframe_0,BM-2,1936-01-01,USA - USA.txt
USA,small_plane_cas_airframe_0,A-12,1936-01-01,USA - USA.txt
USA,small_plane_cas_airframe_1,A-17,1936-01-01,USA - USA.txt
USA,small_plane_airframe_1,P-35A,1936-01-01,USA - USA.txt
USA,small_plane_airframe_1,P-36A,1936-01-01,USA - USA.txt
USA,medium_plane_airframe_0,B-6A,1936-01-01,USA - USA.txt
USA,medium_plane_airframe_1,B-10,1936-01-01,USA - USA.txt
USA,medium_plane_airframe_1,B-18,1936-01-01,USA - USA.txt
USA,medium_plane_airframe_0,P2Y,1936-01-01,USA - USA.txt
USA,medium_plane_airframe_1,PBY,1936-01-01,USA - USA.txt
USA,cv_small_plane_airframe_0,F4B,1936-01-01,USA - USA.txt
USA,cv_small_plane_airframe_0,F3F,1936-01-01,USA - USA.txt
USA,light_tank_chassis_1,M1 Combat Car,1936-01-01,USA - USA.txt
USA,light_tank_chassis_1,M2A2,1936-01-01,USA - USA.txt
USA,ship_hull_submarine_1,S Class,1936-01-01,USA - USA.txt
USA,ship_hull_submarine_2,Barracuda Class,1936-01-01,USA - USA.txt
USA,ship_hull_submarine_2,Porpoise Class,1936-01-01,USA - USA.txt
USA,ship_hull_light_1,Clemson Class,1936-01-01,USA - USA.txt
USA,ship_hull_light_1,Farragut Class,1936-01-01,USA - USA.txt
USA,ship_hull_cruiser_2,Omaha Class,1936-01-01,USA - USA.txt
USA,ship_hull_cruiser_2,Brooklyn Class,1936-01-01,USA - USA.txt
USA,ship_hull_cruiser_1,Oglala Class,1936-01-01,USA - USA.txt
USA,ship_hull_cruiser_1,Pensacola Class,1936-01-01,USA - USA.txt
USA,ship_hull_cruiser_2,Portland Class,1936-01-01,USA - USA.txt
USA,ship_hull_cruiser_2,New Orleans Class,1936-01-01,USA - USA.txt
USA,ship_hull_cruiser_2,Wichita Class,1936-01-01,USA - USA.txt
USA,ship_hull_heavy_1,New York Class,1936-01-01,USA - USA.txt
USA,ship_hull_heavy_1,Pennsylvania Class,1936-01-01,USA - USA.txt
USA,ship_hull_heavy_1,Nevada Class,1936-01-01,USA - USA.txt
USA,ship_hull_heavy_1,Tennessee Class,1936-01-01,USA - USA.txt
USA,ship_hull_heavy_1,Colorado Class,1936-01-01,USA - USA.txt
USA,ship_hull_carrier_conversion_bb,Langley Class,1936-01-01,USA - USA.txt
USA,ship_hull_carrier_conversion_bb,Lexington Class,1936-01-01,USA - USA.txt
USA,ship_hull_carrier_1,Ranger Class,1936-01-01,USA - USA.txt
USA,ship_hull_carrier_1,Yorktown Class,1936-01-01,USA - USA.txt
USA,submarine_2,Salmon Class,1939-01-01,USA - USA.txt
USA,destroyer_2,Benson & Gleaves Class,1939-01-01,USA - USA.txt
USA,carrier_2,Wasp Class,1939-01-01,USA - USA.txt
USA,battleship_2,South Dakota Class,1939-01-01,USA - USA.txt
USA,cv_small_plane_airframe_1,F2A Buffalo,1939-01-01,USA - USA.txt
USA,cv_small_plane_cas_airframe_1,Vindicator,1939-01-01,USA - USA.txt
USA,cv_small_plane_naval_bomber_airframe_1,Devastator,1939-01-01,USA - USA.txt
USA,medium_plane_airframe_1,B-23,1939-01-01,USA - USA.txt
USA,small_plane_cas_airframe_1,YA-19,1939-01-01,USA - USA.txt
USA,small_plane_cas_airframe_2,A-20,1939-01-01,USA - USA.txt
USA,large_plane_airframe_1,B-17,1939-01-01,USA - USA.txt
USA,ship_hull_submarine_2,Salmon Class,1939-01-01,USA - USA.txt
USA,ship_hull_light_2,Sims Class,1939-01-01,USA - USA.txt
USA,ship_hull_light_3,Benson & Gleaves Class,1939-01-01,USA - USA.txt
USA,ship_hull_heavy_3,North Carolina Class,1939-01-01,USA - USA.txt
USA,ship_hull_carrier_1,Wasp Class,1939-01-01,USA - USA.txt
USA,cv_fighter_equipment_1,F2A Buffalo,1939-01-01,USA - USA.txt
USA,tac_bomber_equipment_0,Martin M166,1939-01-01,USA - USA.txt
USB,tac_bomber_equipment_0,Martin M166,1939-01-01,USB - USB.txt
YUC,ship_hull_light_1,Antioquia Class,1936-01-01,YUC - Yucatan.txt
YUG,small_plane_airframe_1,Ikarus IK-2,1936-01-01,YUG - Yugoslavia.txt
YUG,destroyer_1,Dubrovnik Class,1936-01-01,YUG - Yugoslavia.txt
YUG,heavy_cruiser_1,Dalmacija Class,1936-01-01,YUG - Yugoslavia.txt
YUG,ship_hull_submarine_2,Hrabri Class,1936-01-01,YUG - Yugoslavia.txt
YUG,ship_hull_light_2,Dubrovnik Class,1936-01-01,YUG - Yugoslavia.txt
YUG,ship_hull_cruiser_coastal_defense_ship,Dalmacija Class,1936-01-01,YUG - Yugoslavia.txt
YUG,small_plane_airframe_1,Ikarus IK-3,1939-01-01,YUG - Yugoslavia.txt
YUG,ship_hull_light_2,Beograd Class,1939-01-01,YUG - Yugoslavia.txt
