trait_token,owner_key,owner_type,trait_type,name,icon,special_trait_background,position_x,position_y,relative_position_id
BUL_mio_trait_prussia_of_the_balkans,BUL_kaproni_bulgarski_organization,organization,add_trait,BUL_prussia_of_the_balkans,GFX_generic_mio_department_icon_facilities,yes,,,
BUL_mio_trait_prussia_of_the_balkans,BUL_dvf_organization,organization,add_trait,BUL_prussia_of_the_balkans,GFX_generic_mio_department_icon_facilities,yes,,,
BUL_mio_trait_prussia_of_the_balkans,BUL_dvf_sopot_organization,organization,add_trait,BUL_prussia_of_the_balkans,GFX_generic_mio_department_icon_facilities,yes,,,
generic_mio_trait_simplified_suspension,CHI_shanghai_arsenal,template,trait,generic_mio_trait_simplified_suspension,GFX_generic_mio_trait_icon_reliability,,1,0,
generic_mio_trait_crew_ergonomics,CHI_shanghai_arsenal,template,trait,generic_mio_trait_crew_ergonomics,GFX_generic_mio_trait_icon_defense,,4,0,generic_mio_trait_simplified_suspension
generic_mio_trait_reinforced_wheels,CHI_shanghai_arsenal,template,trait,generic_mio_trait_reinforced_wheels,GFX_generic_mio_department_icon_armored_car_engine,,0,2,generic_mio_trait_simplified_suspension
generic_mio_trait_command_upgrades,CHI_shanghai_arsenal,template,trait,generic_mio_trait_command_upgrades,GFX_generic_mio_trait_icon_breakthrough,,0,2,generic_mio_trait_crew_ergonomics
generic_mio_trait_standardized_components,CHI_shanghai_arsenal,template,trait,generic_mio_trait_standardized_components,GFX_generic_mio_trait_icon_efficiency_gain,,2,1,generic_mio_trait_simplified_suspension
generic_mio_trait_improved_tooling,CHI_shanghai_arsenal,template,trait,generic_mio_trait_improved_tooling,GFX_generic_mio_trait_icon_efficiency_cap,,0,2,generic_mio_trait_standardized_components
generic_mio_trait_locally_sourced_alloys,CHI_shanghai_arsenal,template,trait,generic_mio_trait_locally_sourced_alloys,GFX_generic_mio_trait_icon_resources,yes,,,generic_mio_trait_improved_tooling
generic_mio_trait_quality_improvements,CHI_shanghai_arsenal,template,trait,generic_mio_trait_quality_improvements,GFX_generic_mio_department_icon_tank_general_armor,,1,1,generic_mio_trait_improved_tooling
generic_mio_trait_reinforcing_plates,CHI_shanghai_arsenal,template,trait,generic_mio_trait_reinforcing_plates,GFX_generic_mio_trait_icon_armor_value,,2,0,generic_mio_trait_crew_ergonomics
generic_mio_trait_long_barreled_guns,CHI_shanghai_arsenal,template,trait,generic_mio_trait_long_barreled_guns,GFX_generic_mio_trait_icon_ap_attack,,,,generic_mio_trait_reinforcing_plates
generic_mio_trait_self_cycling_guns,CHI_shanghai_arsenal,template,trait,generic_mio_trait_self_cycling_guns,GFX_generic_mio_trait_icon_soft_attack,yes,1,2,generic_mio_trait_reinforcing_plates
generic_mio_trait_heavy_anti_tank_gun,CHI_shanghai_arsenal,template,trait,generic_mio_trait_heavy_anti_tank_gun,GFX_generic_mio_trait_icon_hard_attack,,0,2,generic_mio_trait_long_barreled_guns
generic_mio_trait_superior_fuel_mix,CHI_shanghai_arsenal,template,trait,generic_mio_trait_superior_fuel_mix,GFX_generic_mio_trait_icon_fuel_consumption,yes,2,2,generic_mio_trait_long_barreled_guns
generic_mio_trait_simplified_hulls,CHI_kiangnan_shipyard_group_organization_sea,organization,add_trait,generic_mio_trait_simplified_hulls,GFX_generic_mio_department_icon_ship_general_production,yes,1,0,generic_mio_trait_long_range_cruising
generic_mio_trait_modular_construction,CHI_kiangnan_shipyard_group_organization_sea,organization,add_trait,generic_mio_trait_modular_construction,GFX_generic_mio_department_icon_ship_capital_ship_production,yes,1,1,generic_mio_trait_high_speed_cruising
generic_mio_trait_long_range_cruising,CHI_kiangnan_shipyard_group_organization_sea,organization,override_trait,,,,,,
generic_mio_trait_high_speed_cruising,CHI_kiangnan_shipyard_group_organization_sea,organization,override_trait,,,,,,
generic_mio_trait_splinter_protection,CHI_kiangnan_shipyard_group_organization_sea,organization,override_trait,,,,,,
generic_mio_trait_modular_construction,CHI_dagu_shipyard_organization_sea,organization,add_trait,generic_mio_trait_modular_construction,GFX_generic_mio_department_icon_ship_capital_ship_production,yes,2,1,generic_mio_trait_long_range_raiding
generic_mio_trait_increased_amount_of_bulkheads,CHI_dagu_shipyard_organization_sea,organization,add_trait,generic_mio_trait_increased_amount_of_bulkheads,GFX_generic_mio_trait_icon_resources,yes,,,generic_mio_trait_high_speed_raiding
generic_mio_trait_high_powered_engine,CHI_liaoning_arsenal_organization_sea,organization,trait,,,,,,
generic_mio_trait_long_range_priority,CHI_liaoning_arsenal_organization_sea,organization,add_trait,generic_mio_trait_long_range_priority,GFX_generic_mio_trait_icon_breakthrough,yes,2,2,generic_mio_trait_composite_cargo_bed
generic_mio_trait_sufficient_armor,CHI_liaoning_arsenal_organization_sea,organization,add_trait,generic_mio_trait_sufficient_armor,GFX_generic_mio_trait_icon_breakthrough,yes,0,2,generic_mio_trait_open_chassi
generic_mio_trait_all_wheel_drive,CHI_liaoning_arsenal_organization_sea,organization,override_trait,,,,0,2,
generic_mio_trait_attached_wood_gas_generator,CHI_liaoning_arsenal_organization_sea,organization,override_trait,,,,0,2,
generic_mio_trait_bulletproof_panels,CHI_liaoning_arsenal_organization_sea,organization,override_trait,,,,0,2,
generic_mio_trait_mounted_light_anti_tank_gun,CHI_liaoning_arsenal_organization_sea,organization,override_trait,,,,,,
generic_mio_trait_light_flame_projectors,CHI_liaoning_arsenal_organization_sea,organization,override_trait,,,,,,
generic_mio_trait_land_mine_racks,CHI_liaoning_arsenal_organization_sea,organization,override_trait,,,,,,
generic_mio_trait_locally_sourced_alloys,CHI_hanyan_arsenal_organization_sea,organization,add_trait,generic_mio_trait_locally_sourced_alloys,GFX_generic_mio_trait_icon_resources,yes,1,2,generic_mio_trait_drum_pattern_sights
generic_mio_trait_fully_auto_pistol,CHI_hanyan_arsenal_organization_sea,organization,add_trait,generic_mio_trait_fully_auto_pistol,GFX_generic_mio_trait_icon_breakthrough,yes,0,2,generic_mio_trait_bolt_action
generic_mio_trait_quality_materials,CHI_hanyan_arsenal_organization_sea,organization,override_trait,,,,,,
generic_mio_trait_improved_small_arms_bullet_design,CHI_hanyan_arsenal_organization_sea,organization,override_trait,,,,0,2,
generic_mio_trait_armor_piercing_rounds,CHI_hanyan_arsenal_organization_sea,organization,override_trait,,,,2,2,
generic_mio_trait_medium_machineguns,CHI_hanyan_arsenal_organization_sea,organization,override_trait,,,,2,2,
generic_mio_trait_high_powered_engine,CHI_china_automobile_corporation_organization,organization,trait,,,,,,
generic_mio_trait_long_range_priority,CHI_china_automobile_corporation_organization,organization,add_trait,generic_mio_trait_long_range_priority,GFX_generic_mio_trait_icon_breakthrough,yes,2,2,generic_mio_trait_composite_cargo_bed
generic_mio_trait_sufficient_armor,CHI_china_automobile_corporation_organization,organization,add_trait,generic_mio_trait_sufficient_armor,GFX_generic_mio_trait_icon_breakthrough,yes,0,2,generic_mio_trait_open_chassi
generic_mio_trait_all_wheel_drive,CHI_china_automobile_corporation_organization,organization,override_trait,,,,0,2,
generic_mio_trait_attached_wood_gas_generator,CHI_china_automobile_corporation_organization,organization,override_trait,,,,0,2,
generic_mio_trait_bulletproof_panels,CHI_china_automobile_corporation_organization,organization,override_trait,,,,0,2,
generic_mio_trait_mounted_light_anti_tank_gun,CHI_china_automobile_corporation_organization,organization,override_trait,,,,,,
generic_mio_trait_light_flame_projectors,CHI_china_automobile_corporation_organization,organization,override_trait,,,,,,
generic_mio_trait_land_mine_racks,CHI_china_automobile_corporation_organization,organization,override_trait,,,,,,
BEL_mio_trait_47mm_at_guns,COG_fonderie_royale_de_canons_leopoldville_organization,organization,add_trait,BEL_mio_trait_47mm_at_guns,GFX_generic_mio_department_icon_anti_tank,yes,5,1,
BEL_mio_trait_outsourced_production,COG_fn_hershal_organization,organization,add_trait,BEL_mio_trait_outsourced_production,GFX_generic_mio_trait_icon_production_capacity,yes,0,0,
BEL_mio_trait_browning_automatic_rifles,COG_fn_hershal_organization,organization,add_trait,BEL_mio_trait_browning_automatic_rifles,GFX_generic_mio_trait_icon_soft_attack,yes,0,1,
BEL_mio_trait_assault_rifles,COG_fn_hershal_organization,organization,add_trait,BEL_mio_trait_assault_rifles,GFX_generic_mio_department_icon_infantry_quality,yes,0,2,
DEN_mio_trait_burmeister_wain_engines,DEN_orlogsvaerftet_organization,organization,add_trait,DEN_mio_trait_burmeister_wain_engines,GFX_generic_mio_trait_icon_naval_speed,yes,1,1,generic_mio_trait_long_range_raiding
DEN_mio_trait_submarine_hunters,DEN_orlogsvaerftet_organization,organization,add_trait,generic_mio_trait_submarine_hunters,GFX_generic_mio_trait_icon_sub_attack,yes,3,1,generic_mio_trait_long_range_raiding
DEN_mio_trait_ship_production,DEN_orlogsvaerftet_organization,organization,add_trait,generic_mio_trait_expanded_production_facilities,GFX_generic_mio_department_icon_ship_general_production,yes,7,0,generic_mio_trait_long_range_raiding
generic_mio_trait_high_speed_raiding,DEN_orlogsvaerftet_organization,organization,override_trait,,,,4,0,
generic_mio_trait_raiding_capital_ships,DEN_orlogsvaerftet_organization,organization,override_trait,,,,0,2,
generic_mio_trait_raider_escort_requirements,DEN_orlogsvaerftet_organization,organization,override_trait,,,,0,1,
generic_mio_trait_unescorted_raider_requirements,DEN_orlogsvaerftet_organization,organization,override_trait,,,,2,1,
generic_mio_trait_raiding_cruisers,DEN_orlogsvaerftet_organization,organization,override_trait,,,,,,
DEN_mio_trait_coastal_defense_ship_modernization,DEN_burmeister_wain_organization,organization,add_trait,DEN_mio_trait_coastal_defense_ship_modernization,GFX_generic_mio_department_icon_ship_general,yes,,,generic_mio_trait_primary_fire_director_control
DEN_mio_trait_engine_optimization,DEN_burmeister_wain_organization,organization,add_trait,generic_mio_engine_optimization,GFX_generic_mio_trait_icon_naval_speed,yes,,,generic_mio_trait_primary_fire_director_control
DEN_mio_trait_refit_civilian_ships,DEN_burmeister_wain_organization,organization,add_trait,generic_mio_trait_efficient_scrap_recycling,GFX_generic_mio_department_icon_ship_general_conversion,yes,,,DEN_mio_trait_engine_optimization
DEN_mio_trait_ship_efficient_scrap_recycling,DEN_burmeister_wain_organization,organization,add_trait,generic_mio_trait_efficient_scrap_recycling,GFX_generic_mio_department_icon_ship_general_production,yes,0,1,DEN_mio_trait_engine_optimization
generic_mio_trait_secondary_fire_director_control,DEN_burmeister_wain_organization,organization,override_trait,,,,4,0,
generic_mio_trait_primary_fire_director_control,DEN_burmeister_wain_organization,organization,override_trait,,,,2,0,
DEN_mio_trait_fighter_specialization,DEN_flyvertroppernes_organization,organization,add_trait,generic_mio_trait_fighter_aircraft_specialists,GFX_generic_mio_department_icon_plane_fighter,yes,1,0,generic_mio_trait_armored_cockpit
DEN_mio_trait_cas_specialization,DEN_flyvertroppernes_organization,organization,add_trait,generic_mio_trait_close_air_support_specialization,GFX_generic_mio_department_icon_plane_cv_cas,yes,3,0,generic_mio_trait_armored_cockpit
DEN_mio_trait_standardized_production_flyvertroppernes,DEN_flyvertroppernes_organization,organization,add_trait,generic_mio_initial_trait_standardized_production,GFX_generic_mio_department_icon_plane_general_line_efficiency,yes,1,0,generic_mio_trait_upgraded_engines
generic_mio_trait_armored_cockpit,DEN_flyvertroppernes_organization,organization,override_trait,,,,2,0,
generic_mio_trait_escort_designs,DEN_flyvertroppernes_organization,organization,override_trait,,,,4,0,
generic_mio_trait_not_enough_guns_never_enough_guns,DEN_flyvertroppernes_organization,organization,override_trait,,,,2,0,
DEN_mio_trait_sub_detection,DEN_flyvemaskinevaerksted_organization,organization,add_trait,generic_mio_trait_submarine_hunters,GFX_generic_mio_trait_icon_sub_detection,yes,,,generic_mio_trait_navigation_equipment
DEN_mio_trait_naval_detection,DEN_flyvemaskinevaerksted_organization,organization,add_trait,generic_mio_trait_naval_strike,GFX_generic_mio_department_icon_plane_naval_bomber,yes,,,generic_mio_trait_navigation_equipment
DEN_mio_trait_standardized_production_flyvemaskinevaerksted,DEN_flyvemaskinevaerksted_organization,organization,add_trait,generic_mio_initial_trait_standardized_production,GFX_generic_mio_department_icon_plane_general_line_efficiency,yes,1,1,generic_mio_trait_navigation_equipment
generic_mio_trait_internal_torpedo_mountings,DEN_flyvemaskinevaerksted_organization,organization,override_trait,,,,1,0,
DEN_mio_trait_weibel_development,DEN_DISA_organization,organization,add_trait,DEN_mio_trait_weibel_development,GFX_generic_mio_department_icon_infantry_offense,yes,0,1,generic_mio_trait_reinforced_stocks
DEN_mio_trait_madsen_heavy_machine_gun,DEN_DISA_organization,organization,add_trait,DEN_mio_trait_madsen_heavy_machine_gun,GFX_generic_mio_department_icon_infantry_offense,yes,0,1,generic_mio_trait_heavy_anti_armor_ammunition
DEN_mio_trait_madsen_20_mm,DEN_haerens_tekniske_korps_organization,organization,add_trait,DEN_mio_trait_madsen_20_mm,GFX_generic_mio_trait_icon_ap_attack,yes,1,2,generic_mio_trait_rapid_fire
DEN_mio_trait_big_guns,DEN_haerens_tekniske_korps_organization,organization,add_trait,generic_mio_trait_big_guns,GFX_generic_mio_trait_icon_breakthrough,yes,,,generic_mio_trait_big_guns
DEN_mio_trait_advanced_barrel_forging,DEN_haerens_tekniske_korps_organization,organization,add_trait,generic_mio_trait_advanced_barrel_forging,GFX_generic_mio_trait_icon_breakthrough,yes,0,3,generic_mio_trait_big_guns
generic_mio_trait_improved_hydraulic_recoil_system,DEN_haerens_tekniske_korps_organization,organization,override_trait,,,,1,2,
generic_mio_trait_improved_direct_fire_targeting,DEN_haerens_tekniske_korps_organization,organization,override_trait,,,,,,
generic_mio_trait_rapid_fire,DEN_haerens_tekniske_korps_organization,organization,override_trait,DEN_mio_trait_fodfolkskanoner,GFX_generic_mio_department_icon_tank_general_weapons,yes,4,0,
generic_mio_trait_sliding_breech_block,DEN_haerens_tekniske_korps_organization,organization,override_trait,,,yes,0,3,
generic_mio_trait_gun_mass_production,DEN_haerens_tekniske_korps_organization,organization,override_trait,,,yes,2,1,generic_mio_trait_rapid_fire
generic_mio_trait_big_guns,DEN_haerens_tekniske_korps_organization,organization,override_trait,DEN_mio_trait_feltkanoner,GFX_generic_mio_department_icon_artillery_production,yes,4,0,generic_mio_trait_rapid_fire
generic_mio_trait_light_weight_barrels,DEN_haerens_tekniske_korps_organization,organization,override_trait,,GFX_generic_mio_department_icon_tank_general_weapons,yes,2,4,generic_mio_trait_rapid_fire
DEN_mio_trait_truck_mass_production,DEN_triangel_organization,organization,add_trait,generic_mio_trait_mass_production,GFX_generic_mio_department_icon_motorized_production,yes,9,0,
DEN_mio_trait_repurpose_triangel_factories,DEN_triangel_organization,organization,add_trait,DEN_mio_trait_repurpose_triangel_factories,GFX_generic_mio_department_icon_mechanized_production,yes,0,1,DEN_mio_trait_truck_mass_production
DEN_mio_trait_standardized_production_trucks_and_mechs,DEN_triangel_organization,organization,add_trait,generic_mio_initial_trait_standardized_production,GFX_generic_mio_department_icon_motorized_mechanized_technology,yes,0,1,DEN_mio_trait_repurpose_triangel_factories
generic_mio_trait_steel_cargo_bed,DEN_triangel_organization,organization,override_trait,,,,2,0,generic_mio_trait_composite_cargo_bed
generic_mio_trait_high_powered_engine,DEN_triangel_organization,organization,override_trait,,,,1,0,generic_mio_trait_attached_wood_gas_generator
generic_mio_trait_medium_machinegun_mounts,DEN_triangel_organization,organization,override_trait,,,,1,0,generic_mio_trait_steel_cargo_bed
generic_mio_trait_advanced_artillery_racks,DEN_triangel_organization,organization,override_trait,,,,0,2,generic_mio_trait_armored_pulpit_mount
generic_mio_trait_heavy_machinegun_mount,DEN_triangel_organization,organization,override_trait,,,,1,0,generic_mio_trait_advanced_artillery_racks
generic_mio_trait_open_chassi,DEN_triangel_organization,organization,override_trait,,,,2,0,generic_mio_trait_medium_machinegun_mounts
generic_mio_trait_land_mine_racks,DEN_triangel_organization,organization,override_trait,,,,1,0,generic_mio_trait_light_flame_projectors
ENG_mio_trait_expanded_turret_capacity,ENG_vickers_armstrong_eng_organization,organization,add_trait,ENG_mio_trait_expanded_turret_capacity,GFX_generic_mio_department_icon_tank_medium_tank_engine,yes,1,1,generic_mio_trait_all_round_cupola
ENG_mio_trait_expanded_production_facilities,ENG_vickers_armstrong_eng_organization,organization,add_trait,ENG_mio_trait_expanded_production_facilities,GFX_generic_mio_department_icon_tank_medium_tank_technology,yes,2,1,generic_mio_trait_simplified_turret_design
ENG_mio_trait_flared_bow,ENG_harland_wolff_organization,organization,add_trait,ENG_mio_trait_flared_bow,GFX_generic_mio_department_icon_ship_general_quality,yes,1,0,generic_mio_trait_underway_replenishment_equipment
generic_mio_trait_semi_armor_piercing_shells,ENG_harland_wolff_organization,organization,add_trait,generic_mio_trait_semi_armor_piercing_shells,GFX_generic_mio_trait_icon_lg_attack,yes,0,1,generic_mio_trait_secondary_fire_director_control
generic_mio_trait_underway_replenishment_equipment,ENG_harland_wolff_organization,organization,override_trait,,,,1,0,generic_mio_trait_transom_stern
ENG_mio_trait_flared_bow,ENG_cammell_laird_organization,organization,add_trait,ENG_mio_trait_flared_bow,GFX_generic_mio_department_icon_ship_general_quality,yes,1,0,generic_mio_trait_advanced_armor_design
ENG_mio_trait_super_charges,ENG_cammell_laird_organization,organization,add_trait,ENG_mio_trait_super_charges,GFX_generic_mio_department_icon_ship_capital_ship_weapons,yes,0,2,generic_mio_trait_semi_armor_piercing_shells
generic_mio_trait_advanced_armor_design,ENG_cammell_laird_organization,organization,override_trait,,,,1,0,generic_mio_trait_advanced_hydrodynamic_design
ENG_mio_trait_seaplane_origins,ENG_supermarine_organization,organization,add_trait,ENG_mio_trait_seaplane_origins,GFX_generic_mio_trait_icon_detection,yes,2,0,generic_mio_trait_minimum_weapon_requirements
ENG_mio_trait_elliptical_wings,ENG_supermarine_organization,organization,add_trait,ENG_mio_trait_elliptical_wings,GFX_generic_mio_trait_icon_defense,yes,0,1,generic_mio_trait_cantilever_wing_structure
ENG_mio_trait_supercharger,ENG_supermarine_organization,organization,add_trait,ENG_mio_trait_supercharger,GFX_generic_mio_trait_icon_defense,yes,1,1,generic_mio_trait_fuel_injection_engines
generic_mio_trait_fuel_injection_engines,ENG_supermarine_organization,organization,override_trait,,,,0,2,generic_mio_trait_bigger_engines
generic_mio_trait_high_octane_fuels,ENG_supermarine_organization,organization,override_trait,,,,1,1,generic_mio_trait_bigger_engines
generic_mio_trait_subsidiary_suppliers,ENG_supermarine_organization,organization,override_trait,,,,0,2,generic_mio_trait_fuel_injection_engines
ENG_mio_trait_sten_submachine_guns,ENG_rsaf_enfield_organization,organization,add_trait,ENG_mio_trait_sten_submachine_guns,GFX_generic_mio_trait_icon_ap_attack,yes,1,1,generic_mio_trait_drum_pattern_sights
generic_mio_trait_anti_vechicle_land_mines,ENG_rsaf_enfield_organization,organization,override_trait,ENG_mio_trait_piat,GFX_generic_mio_trait_icon_hard_attack,yes,,,
FIN_mio_trait_salvaged_and_retooled,FIN_valtion_panssaritehdas_organization,organization,add_trait,FIN_mio_trait_salvaged_and_retooled,GFX_generic_mio_department_icon_tank_general_materials,yes,8,0,
FIN_mio_trait_wartsila_engine_production,FIN_valtion_panssaritehdas_organization,organization,add_trait,FIN_mio_trait_wartsila_engine_production,GFX_generic_mio_department_icon_tank_general_line_efficiency,yes,0,1,generic_mio_trait_adaptable_chassis
FIN_mio_trait_modernization_program,FIN_valtion_panssaritehdas_organization,organization,add_trait,FIN_mio_trait_modernization_program,GFX_generic_mio_department_icon_tank_general_production,yes,9,0,
generic_mio_trait_light_tank_specialization,FIN_valtion_panssaritehdas_organization,organization,override_trait,,,,,,generic_mio_trait_adaptable_chassis
generic_mio_trait_medium_tank_specialization,FIN_valtion_panssaritehdas_organization,organization,override_trait,,,,1,2,generic_mio_trait_adaptable_chassis
FIN_mio_trait_andros_engines,FIN_crichton_vulcan_organization,organization,add_trait,FIN_mio_trait_andros_engines,GFX_generic_mio_department_icon_ship_general_engine,yes,2,1,generic_mio_trait_long_range_raiding
FIN_mio_trait_wartsila_engine_production,FIN_crichton_vulcan_organization,organization,add_trait,FIN_mio_trait_wartsila_engine_production,GFX_generic_mio_department_icon_ship_general_production,yes,,,generic_mio_trait_high_speed_raiding
FIN_mio_trait_rapid_raiders,FIN_crichton_vulcan_organization,organization,add_trait,FIN_mio_trait_rapid_raiders,GFX_generic_mio_department_icon_ship_general_offense,yes,,,generic_mio_trait_long_range_raiding
FIN_mio_trait_deep_sea_raiders,FIN_crichton_vulcan_organization,organization,add_trait,FIN_mio_trait_deep_sea_raiders,GFX_generic_mio_department_icon_ship_submarine_survivability,yes,1,0,FIN_mio_trait_rapid_raiders
FIN_mio_trait_modernization_program,FIN_crichton_vulcan_organization,organization,add_trait,FIN_mio_trait_modernization_program,GFX_generic_mio_department_icon_ship_general_production,yes,1,0,generic_mio_trait_high_speed_raiding
generic_mio_trait_long_range_raiding,FIN_crichton_vulcan_organization,organization,override_trait,,,,2,0,
FIN_mio_trait_modernization_program,FIN_valtion_lentokonetehdas_organization,organization,add_trait,FIN_mio_trait_modernization_program,GFX_generic_mio_department_icon_plane_general_production,yes,5,0,generic_mio_trait_conservative_designs
FIN_mio_trait_wartsila_engine_production,FIN_valtion_lentokonetehdas_organization,organization,add_trait,FIN_mio_trait_wartsila_engine_production,GFX_generic_mio_department_icon_plane_general_line_efficiency,yes,5,1,generic_mio_trait_conservative_designs
FIN_mio_trait_salvaged_and_retooled,FIN_valtion_kivaaritehdas_organization,organization,add_trait,FIN_mio_trait_salvaged_and_retooled,GFX_generic_mio_department_icon_infantry_materials,yes,8,0,
FIN_mio_trait_modernization_program,FIN_valtion_kivaaritehdas_organization,organization,add_trait,FIN_mio_trait_modernization_program,GFX_generic_mio_department_icon_infantry_production,yes,1,0,FIN_mio_trait_salvaged_and_retooled
FIN_mio_trait_oy_tikkakoski,FIN_valtion_kivaaritehdas_organization,organization,add_trait,FIN_mio_trait_oy_tikkakoski,GFX_generic_mio_department_icon_infantry_line_efficiency,yes,0,1,FIN_mio_trait_salvaged_and_retooled
generic_mio_trait_reinforced_stocks,FIN_valtion_kivaaritehdas_organization,organization,override_trait,,,,3,0,generic_mio_trait_drum_pattern_sights
generic_mio_trait_bolt_action,FIN_valtion_kivaaritehdas_organization,organization,override_trait,,,,0,2,generic_mio_trait_reinforced_stocks
generic_mio_trait_rubber_cushioned_buttpad,FIN_valtion_kivaaritehdas_organization,organization,override_trait,,,,0,2,generic_mio_trait_heavy_anti_armor_ammunition
generic_mio_trait_anti_vechicle_land_mines,FIN_valtion_kivaaritehdas_organization,organization,override_trait,,,,0,2,generic_mio_trait_vehicle_mounted_capabilities
FIN_mio_trait_salvaged_and_retooled,FIN_valtion_tykkitehdas_organization,organization,add_trait,FIN_mio_trait_salvaged_and_retooled,GFX_generic_mio_trait_icon_resources,yes,8,0,
FIN_mio_trait_modernization_program,FIN_valtion_tykkitehdas_organization,organization,add_trait,FIN_mio_trait_modernization_program,GFX_generic_mio_trait_icon_production_capacity,yes,1,0,FIN_mio_trait_salvaged_and_retooled
generic_mio_trait_rapid_fire,FIN_valtion_tykkitehdas_organization,organization,override_trait,,,,3,0,
FIN_mio_trait_wartsila_engine_production,FIN_sisu_auto_organization,organization,add_trait,FIN_mio_trait_wartsila_engine_production,GFX_generic_mio_department_icon_motorized_mechanized_line_efficiency,yes,0,1,generic_mio_trait_composite_cargo_bed
FIN_mio_trait_recycled_materials,FIN_sisu_auto_organization,organization,add_trait,FIN_mio_trait_recycled_materials,GFX_generic_mio_department_icon_motorized_materials,yes,1,0,generic_mio_trait_medium_machinegun_mounts
FIN_mio_trait_yhteissisus_modern_premises,FIN_sisu_auto_organization,organization,add_trait,FIN_mio_trait_yhteissisus_modern_premises,GFX_generic_mio_department_icon_motorized_technology,yes,0,1,FIN_mio_trait_recycled_materials
FIN_mio_trait_repurposed_equipment,FIN_sisu_auto_organization,organization,add_trait,FIN_mio_trait_repurposed_equipment,GFX_generic_mio_department_icon_motorized_line_efficiency,yes,0,4,FIN_mio_trait_salvaged_and_retooled
FIN_mio_trait_salvaged_and_retooled,FIN_sisu_auto_organization,organization,add_trait,FIN_mio_trait_salvaged_and_retooled,GFX_generic_mio_department_icon_motorized_mechanized_materials,yes,8,0,
FIN_mio_trait_modernization_program,FIN_sisu_auto_organization,organization,add_trait,FIN_mio_trait_modernization_program,GFX_generic_mio_department_icon_motorized_mechanized_production,yes,1,0,FIN_mio_trait_salvaged_and_retooled
generic_mio_trait_steel_cargo_bed,FIN_sisu_auto_organization,organization,override_trait,,,,1,0,generic_mio_trait_composite_cargo_bed
generic_mio_trait_high_powered_engine,FIN_sisu_auto_organization,organization,override_trait,,,,1,0,generic_mio_trait_attached_wood_gas_generator
generic_mio_trait_medium_machinegun_mounts,FIN_sisu_auto_organization,organization,override_trait,,,,1,0,generic_mio_trait_steel_cargo_bed
generic_mio_trait_advanced_artillery_racks,FIN_sisu_auto_organization,organization,override_trait,,,,0,2,generic_mio_trait_armored_pulpit_mount
generic_mio_trait_heavy_machinegun_mount,FIN_sisu_auto_organization,organization,override_trait,,,,1,0,generic_mio_trait_advanced_artillery_racks
generic_mio_trait_open_chassi,FIN_sisu_auto_organization,organization,override_trait,,,,3,0,generic_mio_trait_medium_machinegun_mounts
generic_mio_trait_land_mine_racks,FIN_sisu_auto_organization,organization,override_trait,,,,,,
FRA_mio_trait_automitrailleuses,FRA_renault_organization,organization,add_trait,FRA_mio_trait_automitrailleuses,GFX_generic_mio_trait_icon_maximum_speed,yes,5,0,
FRA_mio_trait_b1_bis_suspension,FRA_renault_organization,organization,add_trait,FRA_mio_trait_b1_bis_suspension,GFX_generic_mio_trait_icon_breakthrough,yes,1,1,generic_mio_trait_single_engine
FRA_mio_trait_l_35,FRA_hotchkiss_organization,organization,add_trait,FRA_mio_trait_l_35,GFX_generic_mio_department_icon_tank_general_weapons,,1,2,generic_mio_enlarged_breech
generic_mio_gunner_sight_improvements,FRA_hotchkiss_organization,organization,override_trait,,,,,,
GER_mio_trait_hoesch_facilities,GER_porsche_organization,organization,add_trait,GER_mio_trait_hoesch_facilities,GFX_generic_mio_trait_icon_production_capacity,yes,,,
GER_mio_trait_involve_porsche_in_special_projects,GER_porsche_organization,organization,add_trait,GER_mio_trait_involve_porsche_in_special_projects,GFX_generic_mio_department_icon_facilities,yes,0,1,GER_mio_trait_hoesch_facilities
GER_mio_trait_multi_role_tanks,GER_porsche_organization,organization,add_trait,GER_mio_trait_multi_role_tanks,GFX_generic_mio_department_icon_tank_heavy_tank_aa,yes,2,0,generic_mio_trait_one_piece_hull_side_coverings
GER_mio_trait_anti_tank_specialization,GER_porsche_organization,organization,add_trait,GER_mio_trait_anti_tank_specialization,GFX_generic_mio_department_icon_tank_heavy_tank_at,yes,1,1,generic_mio_trait_one_piece_hull_side_coverings
GER_mio_trait_unorthodox_transmission_design,GER_porsche_organization,organization,add_trait,GER_mio_trait_unorthodox_transmission_design,GFX_generic_mio_department_icon_tank_heavy_tank_engine,yes,,,generic_mio_trait_simplified_transmission_system
generic_mio_trait_wide_tracks,GER_porsche_organization,organization,override_trait,,,,0,0,
generic_mio_trait_one_piece_hull_side_coverings,GER_porsche_organization,organization,override_trait,,,,3,0,
generic_mio_trait_improved_crew_ergonomics,GER_porsche_organization,organization,override_trait,,,,0,2,
generic_mio_trait_fully_cast_turret,GER_porsche_organization,organization,override_trait,,,,4,0,
GER_mio_trait_hoesch_facilities,GER_henschel_organization,organization,add_trait,GER_mio_trait_hoesch_facilities,GFX_generic_mio_trait_icon_production_capacity,yes,,,
GER_mio_trait_involve_henschel_in_special_projects,GER_henschel_organization,organization,add_trait,GER_mio_trait_involve_henschel_in_special_projects,GFX_generic_mio_department_icon_facilities,yes,8,0,
